province;red;green;blue;x;x
1304;435;435;435;PLACEHOLDER1304;x
1305;435;435;436;PLACEHOLDER1305;x
1306;435;436;436;PLACEHOLDER1306;x
1307;436;436;436;PLACEHOLDER1307;x
1308;436;436;437;PLACEHOLDER1308;x
1309;436;437;437;PLACEHOLDER1309;x
1310;437;437;437;PLACEHOLDER1310;x
1311;437;437;438;PLACEHOLDER1311;x
1312;437;438;438;PLACEHOLDER1312;x
1313;438;438;438;PLACEHOLDER1313;x
1314;438;438;439;PLACEHOLDER1314;x
1315;438;439;439;PLACEHOLDER1315;x
1316;439;439;439;PLACEHOLDER1316;x
1317;439;439;440;PLACEHOLDER1317;x
1318;439;440;440;PLACEHOLDER1318;x
1319;440;440;440;PLACEHOLDER1319;x
1320;440;440;441;PLACEHOLDER1320;x
1321;440;441;441;PLACEHOLDER1321;x
1322;441;441;441;PLACEHOLDER1322;x
1323;441;441;442;PLACEHOLDER1323;x
1324;441;442;442;PLACEHOLDER1324;x
1325;442;442;442;PLACEHOLDER1325;x
1326;442;442;443;PLACEHOLDER1326;x
1327;442;443;443;PLACEHOLDER1327;x
1328;443;443;443;PLACEHOLDER1328;x
1329;443;443;444;PLACEHOLDER1329;x
1330;443;444;444;PLACEHOLDER1330;x
1331;444;444;444;PLACEHOLDER1331;x
1332;444;444;445;PLACEHOLDER1332;x
1333;444;445;445;PLACEHOLDER1333;x
1334;445;445;445;PLACEHOLDER1334;x
1335;445;445;446;PLACEHOLDER1335;x
1336;445;446;446;PLACEHOLDER1336;x
1337;446;446;446;PLACEHOLDER1337;x
1338;446;446;447;PLACEHOLDER1338;x
1339;446;447;447;PLACEHOLDER1339;x
1340;447;447;447;PLACEHOLDER1340;x
1341;447;447;448;PLACEHOLDER1341;x
1342;447;448;448;PLACEHOLDER1342;x
1343;448;448;448;PLACEHOLDER1343;x
1344;448;448;449;PLACEHOLDER1344;x
1345;448;449;449;PLACEHOLDER1345;x
1346;449;449;449;PLACEHOLDER1346;x
1347;449;449;450;PLACEHOLDER1347;x
1348;449;450;450;PLACEHOLDER1348;x
1349;450;450;450;PLACEHOLDER1349;x
1350;450;450;451;PLACEHOLDER1350;x
1351;450;451;451;PLACEHOLDER1351;x
1352;451;451;451;PLACEHOLDER1352;x
1353;451;451;452;PLACEHOLDER1353;x
1354;451;452;452;PLACEHOLDER1354;x
1355;452;452;452;PLACEHOLDER1355;x
1356;452;452;453;PLACEHOLDER1356;x
1357;452;453;453;PLACEHOLDER1357;x
1358;453;453;453;PLACEHOLDER1358;x
1359;453;453;454;PLACEHOLDER1359;x
1360;453;454;454;PLACEHOLDER1360;x
1361;454;454;454;PLACEHOLDER1361;x
1362;454;454;455;PLACEHOLDER1362;x
1363;454;455;455;PLACEHOLDER1363;x
1364;455;455;455;PLACEHOLDER1364;x
1365;455;455;456;PLACEHOLDER1365;x
1366;455;456;456;PLACEHOLDER1366;x
1367;456;456;456;PLACEHOLDER1367;x
1368;456;456;457;PLACEHOLDER1368;x
1369;456;457;457;PLACEHOLDER1369;x
1370;457;457;457;PLACEHOLDER1370;x
1371;457;457;458;PLACEHOLDER1371;x
1372;457;458;458;PLACEHOLDER1372;x
1373;458;458;458;PLACEHOLDER1373;x
1374;458;458;459;PLACEHOLDER1374;x
1375;458;459;459;PLACEHOLDER1375;x
1376;459;459;459;PLACEHOLDER1376;x
1377;459;459;460;PLACEHOLDER1377;x
1378;459;460;460;PLACEHOLDER1378;x
1379;460;460;460;PLACEHOLDER1379;x
1380;460;460;461;PLACEHOLDER1380;x
1381;460;461;461;PLACEHOLDER1381;x
1382;461;461;461;PLACEHOLDER1382;x
1383;461;461;462;PLACEHOLDER1383;x
1384;461;462;462;PLACEHOLDER1384;x
1385;462;462;462;PLACEHOLDER1385;x
1386;462;462;463;PLACEHOLDER1386;x
1387;462;463;463;PLACEHOLDER1387;x
1388;463;463;463;PLACEHOLDER1388;x
1389;463;463;464;PLACEHOLDER1389;x
1390;463;464;464;PLACEHOLDER1390;x
1391;464;464;464;PLACEHOLDER1391;x
1392;464;464;465;PLACEHOLDER1392;x
1393;464;465;465;PLACEHOLDER1393;x
1394;465;465;465;PLACEHOLDER1394;x
1395;465;465;466;PLACEHOLDER1395;x
1396;465;466;466;PLACEHOLDER1396;x
1397;466;466;466;PLACEHOLDER1397;x
1398;466;466;467;PLACEHOLDER1398;x
1399;466;467;467;PLACEHOLDER1399;x
1400;467;467;467;PLACEHOLDER1400;x
1401;467;467;468;PLACEHOLDER1401;x
1402;467;468;468;PLACEHOLDER1402;x
1403;468;468;468;PLACEHOLDER1403;x
1404;468;468;469;PLACEHOLDER1404;x
1405;468;469;469;PLACEHOLDER1405;x
1406;469;469;469;PLACEHOLDER1406;x
1407;469;469;470;PLACEHOLDER1407;x
1408;469;470;470;PLACEHOLDER1408;x
1409;470;470;470;PLACEHOLDER1409;x
1410;470;470;471;PLACEHOLDER1410;x
1411;470;471;471;PLACEHOLDER1411;x
1412;471;471;471;PLACEHOLDER1412;x
1413;471;471;472;PLACEHOLDER1413;x
1414;471;472;472;PLACEHOLDER1414;x
1415;472;472;472;PLACEHOLDER1415;x
1416;472;472;473;PLACEHOLDER1416;x
1417;472;473;473;PLACEHOLDER1417;x
1418;473;473;473;PLACEHOLDER1418;x
1419;473;473;474;PLACEHOLDER1419;x
1420;473;474;474;PLACEHOLDER1420;x
1421;474;474;474;PLACEHOLDER1421;x
1422;474;474;475;PLACEHOLDER1422;x
1423;474;475;475;PLACEHOLDER1423;x
1424;475;475;475;PLACEHOLDER1424;x
1425;475;475;476;PLACEHOLDER1425;x
1426;475;476;476;PLACEHOLDER1426;x
1427;476;476;476;PLACEHOLDER1427;x
1428;476;476;477;PLACEHOLDER1428;x
1429;476;477;477;PLACEHOLDER1429;x
1430;477;477;477;PLACEHOLDER1430;x
1431;477;477;478;PLACEHOLDER1431;x
1432;477;478;478;PLACEHOLDER1432;x
1433;478;478;478;PLACEHOLDER1433;x
1434;478;478;479;PLACEHOLDER1434;x
1435;478;479;479;PLACEHOLDER1435;x
1436;479;479;479;PLACEHOLDER1436;x
1437;479;479;480;PLACEHOLDER1437;x
1438;479;480;480;PLACEHOLDER1438;x
1439;480;480;480;PLACEHOLDER1439;x
1440;480;480;481;PLACEHOLDER1440;x
1441;480;481;481;PLACEHOLDER1441;x
1442;481;481;481;PLACEHOLDER1442;x
1443;481;481;482;PLACEHOLDER1443;x
1444;481;482;482;PLACEHOLDER1444;x
1445;482;482;482;PLACEHOLDER1445;x
1446;482;482;483;PLACEHOLDER1446;x
1447;482;483;483;PLACEHOLDER1447;x
1448;483;483;483;PLACEHOLDER1448;x
1449;483;483;484;PLACEHOLDER1449;x
1450;483;484;484;PLACEHOLDER1450;x
1451;484;484;484;PLACEHOLDER1451;x
1452;484;484;485;PLACEHOLDER1452;x
1453;484;485;485;PLACEHOLDER1453;x
1454;485;485;485;PLACEHOLDER1454;x
1455;485;485;486;PLACEHOLDER1455;x
1456;485;486;486;PLACEHOLDER1456;x
1457;486;486;486;PLACEHOLDER1457;x
1458;486;486;487;PLACEHOLDER1458;x
1459;486;487;487;PLACEHOLDER1459;x
1460;487;487;487;PLACEHOLDER1460;x
1461;487;487;488;PLACEHOLDER1461;x
1462;487;488;488;PLACEHOLDER1462;x
1463;488;488;488;PLACEHOLDER1463;x
1464;488;488;489;PLACEHOLDER1464;x
1465;488;489;489;PLACEHOLDER1465;x
1466;489;489;489;PLACEHOLDER1466;x
1467;489;489;490;PLACEHOLDER1467;x
1468;489;490;490;PLACEHOLDER1468;x
1469;490;490;490;PLACEHOLDER1469;x
1470;490;490;491;PLACEHOLDER1470;x
1471;490;491;491;PLACEHOLDER1471;x
1472;491;491;491;PLACEHOLDER1472;x
1473;491;491;492;PLACEHOLDER1473;x
1474;491;492;492;PLACEHOLDER1474;x
1475;492;492;492;PLACEHOLDER1475;x
1476;492;492;493;PLACEHOLDER1476;x
1477;492;493;493;PLACEHOLDER1477;x
1478;493;493;493;PLACEHOLDER1478;x
1479;493;493;494;PLACEHOLDER1479;x
1480;493;494;494;PLACEHOLDER1480;x
1481;494;494;494;PLACEHOLDER1481;x
1482;494;494;495;PLACEHOLDER1482;x
1483;494;495;495;PLACEHOLDER1483;x
1484;495;495;495;PLACEHOLDER1484;x
1485;495;495;496;PLACEHOLDER1485;x
1486;495;496;496;PLACEHOLDER1486;x
1487;496;496;496;PLACEHOLDER1487;x
1488;496;496;497;PLACEHOLDER1488;x
1489;496;497;497;PLACEHOLDER1489;x
1490;497;497;497;PLACEHOLDER1490;x
1491;497;497;498;PLACEHOLDER1491;x
1492;497;498;498;PLACEHOLDER1492;x
1493;498;498;498;PLACEHOLDER1493;x
1494;498;498;499;PLACEHOLDER1494;x
1495;498;499;499;PLACEHOLDER1495;x
1496;499;499;499;PLACEHOLDER1496;x
1497;499;499;500;PLACEHOLDER1497;x
1498;499;500;500;PLACEHOLDER1498;x
1499;500;500;500;PLACEHOLDER1499;x
1500;124;182;237;Sea of Broken Wails;x
1501;161;209;228;Sea of Broken Wails #2;x
1502;119;219;231;Sea of Broken Wails #3;x
